id,img_path,matched_ds_index,hash_distance,caption,sentiment_num,sentiment_degree_num,intention_num,offensiveness_detection_num,metaphor_occurrence,caption_audio,script_audio,sentiment,sentiment_degree,intention,offensiveness,metaphor,script
10,/content/drive/MyDrive/met_meme_audio_project/images/010.png,2418,0,"INVITES YOU TO HANG OUT
NAPS INSTEAD",1,1,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/010_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/010_script.mp3,happiness,slightly,interactive,non_offensive,no_metaphor,"Warsone,淮卡,  calmlyWhen they promise to hang out but choose a nap instead, classic moveWho else can relate?"
11,/content/drive/MyDrive/met_meme_audio_project/images/011.png,1728,0,"Remember him?
Yeah, he's growing up...",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/011_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/011_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,祝福你記得這個小冠軍時間會飛他正在發展前面的眼睛
12,/content/drive/MyDrive/met_meme_audio_project/images/012.png,130,0,first thing i need to do in the mornin'when i see you,2,3,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/012_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/012_script.mp3,love,very,expressive,non_offensive,metaphor_present,我樂桌我現在看到你我的心泡很開亮看來我的ということで
13,/content/drive/MyDrive/met_meme_audio_project/images/013.png,122,0,"""You can't see me, l am a flower...""",4,1,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/013_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/013_script.mp3,sorrow,slightly,entertaining,non_offensive,metaphor_present,閃 와!要用力選 shy flower但那些航影要盡勝
14,/content/drive/MyDrive/met_meme_audio_project/images/014.png,383,0,CHILL DUDE I ONLY TOOK ONE COOKIE.OKK?,5,3,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/014_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/014_script.mp3,fear,very,expressive,non_offensive,no_metaphor,匆忙快过来失望了一 对没�再 Nie
15,/content/drive/MyDrive/met_meme_audio_project/images/015.png,895,0,Queen Elizabeth dresses like she's about to go to prom with Steve Harvey,1,2,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/015_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/015_script.mp3,happiness,moderately,entertaining,non_offensive,no_metaphor,"Comley, Queen Elizabeth's colorful outfits look like she's ready to hit the prom with Steve Harvey in a smooth style.This royal fashion show is serving looks with a cheerful vibe."
16,/content/drive/MyDrive/met_meme_audio_project/images/016.png,952,0,"LIKE IF YOUAGREE.
CROOKED HILLARY",3,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/016_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/016_script.mp3,anger,moderately,expressive,non_offensive,no_metaphor,"I've been so.Firmly.If you see the truth, like if you agree,Crooked Hillary can't hide her real colors."
17,/content/drive/MyDrive/met_meme_audio_project/images/017.png,2069,0,"Use your wand, Harry!",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/017_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/017_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"Axiaa, Doanira, Komli.Come on, Harry. Just wave that wand and make some magic happen.This is the moment to shine."
18,/content/drive/MyDrive/met_meme_audio_project/images/018.png,2465,0,COLONIZE A QUARTER OF THE WORLD COMPLAIN ABOUT IMMIGRANTS,1,3,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/018_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/018_script.mp3,happiness,very,entertaining,non_offensive,no_metaphor,"啊,comleywhen you've taken over a quarter of the world but still can't stop complaining about immigrants classic irony"
19,/content/drive/MyDrive/met_meme_audio_project/images/019.png,108,0,"Me
A new Spongebob Meme format
The Internet
So Ture",3,2,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/019_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/019_script.mp3,anger,moderately,expressive,non_offensive,metaphor_present,"在文正影片下,朝拉拉帆表示在北京摩椰下,我便歇至一个很新的邱易森月。深血。我想乘落心神经enor翼,終站在香港军会中要自己沉� הי让军会在天涌一步出 hoot蒋爱"
20,/content/drive/MyDrive/met_meme_audio_project/images/020.png,2298,0,"REASON #42 why 1 love 
ESSENTIAL OILS:
THERE ARE NO
DO NOT TAKE WITH ALCOHOL 
WARNONG LABELS",1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/020_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/020_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,Calmly Reason No. 42 to love essential oils.no tough warning labels like do not take with alcohol.It's a simple relaxed vibe
21,/content/drive/MyDrive/met_meme_audio_project/images/021.png,814,0,"This is Bran
Bran's seen Game Of Thrones Doesn't spoil it for others
Be Like Bran",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/021_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/021_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,阿清 你父母
22,/content/drive/MyDrive/met_meme_audio_project/images/022.png,2661,0,I was going to flip it and my investment would double!,2,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/022_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/022_script.mp3,love,moderately,expressive,non_offensive,no_metaphor,ーー走
23,/content/drive/MyDrive/met_meme_audio_project/images/023.png,2232,0,when the trees won't let you speak for them,4,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/023_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/023_script.mp3,sorrow,moderately,expressive,non_offensive,no_metaphor,две 二 hundred 二十两百 cas第三十年最低壬而与老天相同バ gone八不配第二十年
24,/content/drive/MyDrive/met_meme_audio_project/images/024.png,1718,0,"HAD STUPID OPINIONS AS A TEENAGER
FACEBOOK AND TWITTER DIDN'T EXIST SO THE WORLD NEVER FOUND OUT",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/024_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/024_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,鄭求高 這個年轻人不送言來 Only olsa讓我們互相驚嚇現今年足夠的新年慢慢也會倒閉也許沒有社交媒體也證明他們不得議
25,/content/drive/MyDrive/met_meme_audio_project/images/025.png,902,0,"Friends: you should drink less
Me:
LESS
Follow Harvey J for some henny gang shit",6,2,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/025_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/025_script.mp3,hate,moderately,entertaining,non_offensive,metaphor_present,仁我有朋友所说不如喝set那我就等于不用项目升冠毕露露好像双人
26,/content/drive/MyDrive/met_meme_audio_project/images/026.png,1839,0,"When you login to your neighbors router using ""1234""
The Expert",5,1,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/026_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/026_script.mp3,fear,slightly,entertaining,non_offensive,metaphor_present,Nervously sneaking into your neighbour's Wi-Fifeels like walking a tightropeexciting but one wrong step might just expose you
27,/content/drive/MyDrive/met_meme_audio_project/images/027.png,2413,0,SMASH THAT LIKE BUTTON FOR ULTRA RARE GOLDEN PEPE,2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/027_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/027_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,這繼續
28,/content/drive/MyDrive/met_meme_audio_project/images/028.png,1139,0,"THIS 
IS AN OLIVE",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/028_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/028_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,好 慢慢用 這是也輪胎 完全沒有問題
29,/content/drive/MyDrive/met_meme_audio_project/images/029.png,26,0,YOU ARE RUBBISH,3,2,4,3,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/029_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/029_script.mp3,anger,moderately,offensive,very_offensive,metaphor_present,因为它没有任何解放力但就是它们不是
30,/content/drive/MyDrive/met_meme_audio_project/images/030.png,653,0,"When you laugh at memes  to make yourself happy, but  they're all about being depressed",1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/030_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/030_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,撲勻蠢臭的笑��� ㅁ子使你 crops euatt Marvel是 couple e iPhone
31,/content/drive/MyDrive/met_meme_audio_project/images/031.png,1731,0,"Checking...
USERNAME HAS ALREADY TAKEN.
*SIGH*
THAT'S YOU!",4,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/031_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/031_script.mp3,sorrow,slightly,entertaining,non_offensive,no_metaphor,"可惜,你終於發現了完美的 username已經取得了對,那就是你了"
32,/content/drive/MyDrive/met_meme_audio_project/images/032.png,1393,0,"""BARACK AND I WILL BE SHOOTING THE VIDEO BY THE WHITE HOUSE POOL
WE GONNA HAVE FOOD AND POP BOTTLES,SO BRING YA FRIENDS""",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/032_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/032_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,and
33,/content/drive/MyDrive/met_meme_audio_project/images/033.png,1138,0,"NO TEXT BACK FOR HALF AN HOUR
'DISSAPOINTED: P X'",4,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/033_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/033_script.mp3,sorrow,moderately,expressive,non_offensive,no_metaphor,加决是每个启动中间的呆跪借用仪式吥发比比此难打的
34,/content/drive/MyDrive/met_meme_audio_project/images/034.png,636,0,"WHEN U DECIDE TO ATTEND A LOCAL ""LGBTQIAWTF"" EVENT AGAINST YR BETTER JUDGEMENT +A HETEROSEXUAL ""AGENDER""MAN REFERS TO YOU AS ""QUEER"" AFTER YOU SAY'RE A LESBIAN,
SO YOU LOSE IT AND SAY YOU RE A WOMANBORNWOMAN/RADICAL FEMINIST/FEMALE SEPARATIST/GENDER ATHEIST
WHEN SOMEONE ASKS FOR UR PRONOUNS",3,2,4,2,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/034_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/034_script.mp3,anger,moderately,offensive,moderately_offensive,no_metaphor,"Firmly, I came out clear as a lesbianBut this so-called agender man calls me queerI snapped back with every label I ownDemanding respect for my pronounsEnough is enough"
35,/content/drive/MyDrive/met_meme_audio_project/images/035.png,881,0,"Edward... you sparkle.
I know.
That's kind of gay.",6,2,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/035_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/035_script.mp3,hate,moderately,offensive,slightly_offensive,no_metaphor,"佛黎, Edward , You sparkle?I know.and that's honestly pretty lame ."
36,/content/drive/MyDrive/met_meme_audio_project/images/036.png,1378,0,"I'M NEVER GONNA DRINK AGAIN!!
OH LOOK,ALCOHOL!!",1,1,4,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/036_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/036_script.mp3,happiness,slightly,offensive,non_offensive,no_metaphor,�� Но
37,/content/drive/MyDrive/met_meme_audio_project/images/037.png,418,0,"""Please,human,for the love of God...SPAY ME""!!!!!!!!!",3,2,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/037_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/037_script.mp3,anger,moderately,interactive,non_offensive,no_metaphor,Savar can tie itSo free timesAnd to bark it firmlyHey humanSeriously enough is enoughPlease spame me already
38,/content/drive/MyDrive/met_meme_audio_project/images/038.png,379,0,PLEASE THINK OF THE KITTENS,4,2,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/038_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/038_script.mp3,sorrow,moderately,interactive,non_offensive,no_metaphor,"Far is seen, I am DoeansSadly, look at those innocent eyesPlease, don't forget about the kittensThey need your kindness now more than ever"
39,/content/drive/MyDrive/met_meme_audio_project/images/039.png,1556,0,"how u feel when u drop a dank meme on the timeline and nobody even likes it 
So the audience is a brunch of hoes
Yuuup",4,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/039_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/039_script.mp3,sorrow,slightly,offensive,slightly_offensive,no_metaphor,可惜
40,/content/drive/MyDrive/met_meme_audio_project/images/040.png,396,0,WHAT I REALLY WANT IS TO DIRECT...YOU TO THE NEAREST DOOR,4,1,1,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/040_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/040_script.mp3,sorrow,slightly,interactive,non_offensive,no_metaphor,正宗空空的心劝
41,/content/drive/MyDrive/met_meme_audio_project/images/041.png,1470,0,"THANK YOU
GLAD TO SEE SOMEONE WITH A LITTLE CIVIL DECENCY",2,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/041_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/041_script.mp3,love,slightly,expressive,non_offensive,no_metaphor,祝福你們 Thanks這天一定會為你們看到明年的 looked at that這個活動是真的
42,/content/drive/MyDrive/met_meme_audio_project/images/042.png,1408,0,"Obama,I kept my side otour with this awesome endorsing speech I gave you.
NOW OAY-UP!I WANT THE MONEY CUBAN CIGARS,AND THAT INTERN YOU PROMISED.",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/042_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/042_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"Comley, I kept my side of the deal with this awesome speech.Now it's time to cash in on those Cuban cigars and that promised intern."
43,/content/drive/MyDrive/met_meme_audio_project/images/043.png,2472,0,"HAPPY BIRTHDAY DICKY!!!
OH MY BAD.!!! DAE!:-)",1,2,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/043_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/043_script.mp3,happiness,moderately,expressive,non_offensive,no_metaphor,"康蕾祝你生日快樂,Dicky我還以為是 Dave希望你的日子很棒"
44,/content/drive/MyDrive/met_meme_audio_project/images/044.png,1083,0,"When people see Christian Bale, they say "" He's Batman""
When people see Tobey Maguire, they say""He's Spiderman""
When people see Heath Ledger, they say ""He's Joker""
When people see Wolverine, they say ""He's Hugh Jckman""
Respect",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/044_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/044_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,祝福你你以為你是BatmanToby MaguireSpider ManHeath LedgerJoker但Wolverine那是很大的傢伙尊敬它們的
45,/content/drive/MyDrive/met_meme_audio_project/images/045.png,177,0,"Con Law Professor
A Historical Tangent",1,2,3,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/045_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/045_script.mp3,happiness,moderately,entertaining,non_offensive,metaphor_present,"輕量地,��麗在萩律師為瞭解,Laser攌�師在不女少女的團。"
46,/content/drive/MyDrive/met_meme_audio_project/images/046.png,1881,0,"""I have no muscles. Millions of ants live under my dermis. Because of this, cats are afraid of me. Dogs are afraid of me but not because of the ants.""
-Mark Zuckerberg,2017",7,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/046_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/046_script.mp3,surprise,slightly,expressive,non_offensive,no_metaphor,驚喜 waitMark claims he has no muscles and ants live under his skinNo wonder cats avoid himThough dogs have their own reasons
47,/content/drive/MyDrive/met_meme_audio_project/images/047.png,2196,0,Princess Leia then and now. Feel old yet?,6,1,4,1,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/047_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/047_script.mp3,hate,slightly,offensive,slightly_offensive,no_metaphor,"Permis firmly, look at Princess LeiaOnce a galactic hero, now just a tired old manFeeling ancient yet?"
48,/content/drive/MyDrive/met_meme_audio_project/images/048.png,511,0,"DailyGeekFacts
Deadpool once formed a team with alternate versions of himself.The team consisted of Headpool,Lady Deadpool,Kid Deadpool,and Dogpool",1,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/048_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/048_script.mp3,happiness,slightly,entertaining,non_offensive,no_metaphor,"安靜, 死亡人員和他的自己變成了變成了死亡人員、女生死亡、死亡人員和狗死亡人員作為一個很荒謬的活動"
49,/content/drive/MyDrive/met_meme_audio_project/images/049.png,1550,0,when you haven't stolen anything in a week,3,1,4,1,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/049_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/049_script.mp3,anger,slightly,offensive,slightly_offensive,metaphor_present,"Mafiuredience, one goes.Firmly, when your fingers are itching like a thief denied his prize,and a whole week feels like a lifetime gone cold."
50,/content/drive/MyDrive/met_meme_audio_project/images/050.png,322,0,"i hope this one isn't toxic
cute boy",2,2,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/050_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/050_script.mp3,love,moderately,expressive,non_offensive,metaphor_present,嗨 塞恰恰Fingers crossed this one's a sweet applenot a sour mistake
51,/content/drive/MyDrive/met_meme_audio_project/images/051.png,2261,0,when she looks perfect,4,3,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/051_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/051_script.mp3,sorrow,very,entertaining,non_offensive,no_metaphor,但是可惜 當她感到飽快 但是皮膚非常step這射胸品完全會令她心痛
52,/content/drive/MyDrive/met_meme_audio_project/images/052.png,1200,0,You are just jealous because i act retarted and people still love me;),1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/052_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/052_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,��oman
53,/content/drive/MyDrive/met_meme_audio_project/images/053.png,2574,0,MRW my boss asks me if I'm drunk,4,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/053_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/053_script.mp3,sorrow,slightly,entertaining,non_offensive,no_metaphor,賀多。els stretched依 remainalSH WangsCHU
54,/content/drive/MyDrive/met_meme_audio_project/images/054.png,2533,0,"JOHNSON,I HEARD YOU SPENT ALL DAY LOOKING AT BIRDS OUTSIDE THE WINDOW
GOOD WORK JOHNSON",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/054_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/054_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,覺得好��希望好那是でしょう這樣我要なら我說雙四五
55,/content/drive/MyDrive/met_meme_audio_project/images/055.png,1481,0,THAT MOMENT YOU THINK ABOUT UPGRADING TO A RICHER OLD WHITE GUY,6,1,4,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/055_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/055_script.mp3,hate,slightly,offensive,non_offensive,no_metaphor,狂歡一旦你懷孕就六 十歲�opa生き撫
56,/content/drive/MyDrive/met_meme_audio_project/images/056.png,2364,0,WE HAVE SO MUCH TIME AND SO LITTLE TO SEE.. WAIT A MINUTE.STRIKE THAT.REVERSE IT,1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/056_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/056_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,我們 對這一點點很 hunters 她說不會其實我們是警察我們正在打把握我們應該真的有這一點去想太多跟我們 conversation我們都去想想怎麼對方去跟海陰に有什麼我 handle今天啊今天很正面但是如果幹隊太久還好自己還應該去你去玩你去啊這就是我的你14個我們飯到昨天
57,/content/drive/MyDrive/met_meme_audio_project/images/057.png,787,0,"2019 is the year we're deleting those long ass paragraphs and simply replying ""bet"".WASTE HIS TIME BITCHHH",2,1,3,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/057_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/057_script.mp3,love,slightly,entertaining,non_offensive,no_metaphor,3.挤礼2019年度光往优点你对广..'时间 well wasted''计划
58,/content/drive/MyDrive/met_meme_audio_project/images/058.png,284,0,"Look,I'm hooman.Get off da counter don't eat mial fud.dur dur dur dur",1,1,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/058_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/058_script.mp3,happiness,slightly,expressive,non_offensive,metaphor_present,"平安Hey, I'm just a human in disguise.Step off the counter and stop munching my food.Cut it out."
59,/content/drive/MyDrive/met_meme_audio_project/images/059.png,187,0,"Story Of My Life
What I planned
What happened",4,2,2,0,1,/content/drive/MyDrive/met_meme_audio_project/audio_caption/059_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/059_script.mp3,sorrow,moderately,expressive,non_offensive,metaphor_present,大 team is set out with a clear pathbut life tangled my plansinto a wild storm I never saw coming
60,/content/drive/MyDrive/met_meme_audio_project/images/060.png,2708,0,DON'T DO IT 'TIL YOU'VE HAD YOUR COFFEE,4,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/060_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/060_script.mp3,sorrow,slightly,expressive,non_offensive,no_metaphor,就那么坦白的客人一 Katie星时一直因 innocent一个侧面恢复
61,/content/drive/MyDrive/met_meme_audio_project/images/061.png,933,0,LOL YOU CAN'T SEE MY EMAILS,1,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/061_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/061_script.mp3,happiness,slightly,expressive,non_offensive,no_metaphor,Though
62,/content/drive/MyDrive/met_meme_audio_project/images/062.png,1185,0,"Your reaction when you enter your room after your mom cleaned it:
I HAVE NO MEMORY OF THIS PLACE",4,1,2,0,0,/content/drive/MyDrive/met_meme_audio_project/audio_caption/062_caption.mp3,/content/drive/MyDrive/met_meme_audio_project/audio_script/062_script.mp3,sorrow,slightly,expressive,non_offensive,no_metaphor,sadly walking into my room after mom's cleaningfeels like stepping into a totally unknown worldI'm a bit lost and confused
